city_id,poi_id,name,longitude,latitude,city,country,poi_types
14121,1232656,Church of Agios Nikolaos Orphanos,22.95486,40.63646,Thessaloniki,Greece,"Architectural Buildings, Historic Sites, Religious Sites, Tourist Attractions"
14121,1232658,Church of Agios Panteleimon,22.95158,40.63407,Thessaloniki,Greece,"Architectural Buildings, Historic Sites, Religious Sites, Tourist Attractions"
14121,1232670,Metamorphosis Sotiros,22.9509,40.6323,Thessaloniki,Greece,"Religious Sites, Tourist Attractions"
14121,1232672,Vlatadon Monastery,22.954506,40.64191,Thessaloniki,Greece,"Architectural Buildings, Historic Sites, Religious Sites, Tourist Attractions"
14121,1232674,Nea Panagia,22.9483,40.6286,Thessaloniki,Greece,"Religious Sites, Tourist Attractions"
14121,1232678,Osios David,22.952343,40.641747,Thessaloniki,Greece,"Architectural Buildings, Historic Sites, Religious Sites, Tourist Attractions"
14121,1232680,Panagia Chalkeon,22.9437,40.6368,Thessaloniki,Greece,"Religious Sites, Tourist Attractions"
14121,1232684,Customs House,22.9349,40.6345,Thessaloniki,Greece,"Architectural Buildings, Tourist Attractions"
14121,1232686,Old School of Philosophy,22.9549,40.632,Thessaloniki,Greece,"Architectural Buildings, Tourist Attractions"
14121,1233492,Mylos Cultural Complex,22.9186,40.6423,Thessaloniki,Greece,"Museums, Tourist Attractions"
14121,1290023,Kitchen Bar,22.9354083538,40.6320875512,Thessaloniki,Greece,"Bar / Pub, Restaurants, Food & Drink, Café"
14121,1291342,Ouzou Melathron,22.94072,40.63645,Thessaloniki,Greece,"Restaurants, Food & Drink, Café"
14121,1293868,Cafe Aithrio at Gedi Kule,22.961319,40.64372,Thessaloniki,Greece,"Bar / Pub, Restaurants, Food & Drink"
14121,1298473,Ladadika Quarter,22.9377,40.6343,Thessaloniki,Greece,"Boardwalk / Promenade / Street, Tourist Attractions"
14121,1300300,Macedonian Museum of Contemporary Art,22.9623,40.6247,Thessaloniki,Greece,"Museums, Tourist Attractions"
14121,1304517,Stadium PAOK,22.9658,40.6111,Thessaloniki,Greece,"Stadium, Sports"
14121,1323700,Peponi,22.9252,40.6578,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,1330290,ARK,22.9493,40.6285,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,1330298,Ekkentron,22.9487,40.6279,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,1342442,Azzurro,22.9451752534,40.590164329,Thessaloniki,Greece,"Bar / Pub, Restaurants, Food & Drink, Café"
14121,1393655,City Gate,22.9205703735,40.6464569628,Thessaloniki,Greece,"Malls, Shopping"
14121,1393774,Kentriko,22.939,40.6536,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,1402210,National Museum of Modern Art,22.9302,40.6587,Thessaloniki,Greece,"Museums, Tourist Attractions"
14121,1424116,Photobiennale,22.9355,40.6329,Thessaloniki,Greece,"Event / Entertainment, Festival Area"
14121,1424128,Museum of Photography,22.9355,40.6329,Thessaloniki,Greece,"Museums, Tourist Attractions"
14121,1430515,Thessaloniki Olympic Museum,22.95561,40.627045,Thessaloniki,Greece,"Museums, Tourist Attractions"
14121,1529201,Panagia Deksia,22.9527,40.6319,Thessaloniki,Greece,"Religious Sites, Tourist Attractions"
14121,1562197,Pili Axiou,22.9194,40.6419,Thessaloniki,Greece,"Disco / Nightclub, Event / Entertainment"
14121,1636823,pizza casale,22.948587057,40.6285779736,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,1648753,Tsimiski street,22.9467,40.6303,Thessaloniki,Greece,Shopping
14121,1654603,Egnatia street,22.9427,40.6367,Thessaloniki,Greece,"Boardwalk / Promenade / Street, Tourist Attractions"
14121,1662711,Tiganies & Schares,22.936964,40.634632,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,1667617,Zeitenlik Serbian Military Cemetery,22.9446,40.6394,Thessaloniki,Greece,"Historic Sites, Tourist Attractions"
14121,1693495,Amorgos,22.9358,40.6353,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,1693507,Palati,22.937016,40.635303,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,1693521,Odos Oneiron,22.936878,40.63575,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,1693537,Boukia Boukia,22.9374,40.6346,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,1693555,Anaktoro Galeriou,22.949,40.6302,Thessaloniki,Greece,"Historic Sites, Tourist Attractions"
14121,1693713,Mallioras,22.9422,40.6343,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,1694859,Cardhu,22.9485463322,40.627261651,Thessaloniki,Greece,"Bar / Pub, Restaurants, Food & Drink"
14121,1727597,Statue of Alexander the Great,22.9499,40.6241,Thessaloniki,Greece,"Historic Sites, Tourist Attractions"
14121,1727887,Catacomb of Agios Ioannis Prodromos,22.9466,40.6325,Thessaloniki,Greece,"Religious Sites, Tourist Attractions"
14121,1739617,Mexican,22.9502393181,40.627535906,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,1811057,P 22,22.94816,40.63079,Thessaloniki,Greece,"Food & Drink, Café, Bar / Pub, Restaurants"
14121,1835385,Pas Gyreuontas,22.9487,40.6345,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,1853405,Agios Pavlos,22.9613,40.6386,Thessaloniki,Greece,"Religious Sites, Tourist Attractions"
14121,1857849,Church of Panagia Acheiropoietos,22.947636,40.63506,Thessaloniki,Greece,"Architectural Buildings, Religious Sites, Tourist Attractions"
14121,1857957,Book Festival,22.9522,40.6192,Thessaloniki,Greece,"Event / Entertainment, Festival Area"
14121,1866149,Church of Saints Cyril and Methodius,22.9534,40.6103,Thessaloniki,Greece,"Religious Sites, Tourist Attractions"
14121,1868137,La Place Mignonne Bistrot,22.9494932905,40.6268265069,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,1868179,Maredo,22.9373,40.6342,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,1868207,Ta Pinalikia,22.9458,40.5897,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,1965615,Kioskia,22.9446,40.6394,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,1977737,Plateia Athonos,22.945,40.6346,Thessaloniki,Greece,"Boardwalk / Promenade / Street, Tourist Attractions"
14121,1981935,Depo,22.9588,40.594,Thessaloniki,Greece,"Boardwalk / Promenade / Street, Tourist Attractions"
14121,2014925,Paradosiako,22.9409,40.6366,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2015623,Rigas,22.9731,40.6022,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2017833,Iliotropio,22.9526,40.6296,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2021837,Centro Cafe,22.9446,40.6394,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2063640,Phílippos V 'tès Makedonías,22.9495,40.6261,Thessaloniki,Greece,"Historic Sites, Tourist Attractions"
14121,2073390,Loutros,22.9553,40.6445,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,2138058,To Nudri,22.9403,40.6493,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,2170500,Agios Fanourios - Timios Prodromos,22.9677,40.6121,Thessaloniki,Greece,"Religious Sites, Tourist Attractions"
14121,2171968,Kedrinos Lofos,22.9617,40.6385,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2182840,Akadimia,22.938635,40.63582,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,2213422,Alsos Sykeon,22.9565,40.6489,Thessaloniki,Greece,Nature
14121,2213454,Cine Alsos,22.945,40.6367,Thessaloniki,Greece,"Event / Entertainment, Cinema"
14121,2213474,Anikto Theatro Sikeon - Manos Katrakis,22.9581,40.6495,Thessaloniki,Greece,"Event / Entertainment, Performing Arts Venue"
14121,2226534,Thessaloniki Flower Exhibition,22.9626,40.6226,Thessaloniki,Greece,"Event / Entertainment, Festival Area"
14121,2227002,Statue of the Cretan Macedonian-Fighter,22.9446,40.6394,Thessaloniki,Greece,"Historic Sites, Tourist Attractions"
14121,2229000,Armenian,22.9532,40.6306,Thessaloniki,Greece,"Historic Sites, Tourist Attractions"
14121,2229740,Agias Sofias,22.9469,40.6343,Thessaloniki,Greece,Shopping
14121,2232054,Jewish Holocaust Victims of Thessaloniki,22.9381,40.6335,Thessaloniki,Greece,"Historic Sites, Tourist Attractions"
14121,2232284,Statue of Xrisostomou Smirnis,22.9477,40.6354,Thessaloniki,Greece,"Historic Sites, Tourist Attractions"
14121,2235710,Aristotelous Square,22.940985,40.632313,Thessaloniki,Greece,"Architectural Buildings, Boardwalk / Promenade / Street, Historic Sites, Tourist Attractions"
14121,2236540,Monument Ethnikis Antistasis,22.9516,40.6235,Thessaloniki,Greece,"Historic Sites, Tourist Attractions"
14121,2237632,Pontian Genocide,22.9457,40.6335,Thessaloniki,Greece,"Historic Sites, Tourist Attractions"
14121,2239624,Grigori Lampraki,22.941,40.636,Thessaloniki,Greece,"Historic Sites, Tourist Attractions"
14121,2240546,Ágalma Gynaíkas tis Píndou,22.9481,40.6281,Thessaloniki,Greece,"Historic Sites, Tourist Attractions"
14121,2241546,Lofos,22.9978,40.6134,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2241606,Kostantinopolitika,22.9919,40.6096,Thessaloniki,Greece,"Boardwalk / Promenade / Street, Tourist Attractions"
14121,2246496,Iroo Tritou Somatos Stratou,22.9559,40.6225,Thessaloniki,Greece,"Historic Sites, Tourist Attractions"
14121,2360664,Gipedo Pylaias,22.9446,40.6394,Thessaloniki,Greece,"Stadium, Sports"
14121,2361325,Incontri II,22.9725,40.6161,Thessaloniki,Greece,"Historic Sites, Tourist Attractions"
14121,2361343,Dimotiko Kolimvitiro,22.9731,40.6152,Thessaloniki,Greece,"Stadium, Sports"
14121,2366508,Agios Therapontas,22.974,40.6085,Thessaloniki,Greece,"Religious Sites, Tourist Attractions"
14121,2390178,Villa Allatini - Central Macedonia Building,22.9566,40.593,Thessaloniki,Greece,"Architectural Buildings, Tourist Attractions"
14121,2391608,Jewish History Centre of Thessaloniki,22.9414,40.6346,Thessaloniki,Greece,"Museums, Tourist Attractions"
14121,2392744,Villarte,22.9551,40.5936,Thessaloniki,Greece,"Museums, Tourist Attractions"
14121,2392835,Moni Lazariston,22.9567,40.6133,Thessaloniki,Greece,"Museums, Tourist Attractions"
14121,2393664,Glikanisos,22.985,40.598,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,2402780,Café del Arte,22.9493766811,40.6254186649,Thessaloniki,Greece,"Bar / Pub, Food & Drink, Café"
14121,2403778,Ieros Naos Trion Ierarxon,22.9639,40.5949,Thessaloniki,Greece,"Religious Sites, Tourist Attractions"
14121,2426236,Vasiliko Theatre,22.952969,40.6239,Thessaloniki,Greece,"Event / Entertainment, Performing Arts Venue"
14121,2445808,Thessaloniki History Centre,22.9501,40.6291,Thessaloniki,Greece,"Museums, Tourist Attractions"
14121,2445844,Vafopouleio Center,22.9547,40.5972,Thessaloniki,Greece,"Museums, Tourist Attractions"
14121,2452703,Thematika Parka Thessalonikis,22.9524,40.6217,Thessaloniki,Greece,"Event / Entertainment, Amusement Park"
14121,2464934,Teloglion Foundation of Art,22.960213,40.63231,Thessaloniki,Greece,"Museums, Tourist Attractions"
14121,2465000,Terkenlis,22.9428691807,40.6328617127,Thessaloniki,Greece,"Outfit Shops, Services, Shopping"
14121,2465054,Ethniko Naftathlitiko Kentro Thessalonikis - Poseidonio,22.9517,40.6097,Thessaloniki,Greece,"Stadium, Sports"
14121,2465066,Ethniko Naftathlitiko Kentro Thessalonikis - Ethniko Kolymvitirio,22.961,40.632,Thessaloniki,Greece,"Stadium, Sports"
14121,2484612,Folk and Ethnological Museum,22.95323,40.609844,Thessaloniki,Greece,"Museums, Tourist Attractions"
14121,2487723,Ieros Naos Panton ton en Thessaloniki Agion,22.9795,40.6024,Thessaloniki,Greece,"Religious Sites, Tourist Attractions"
14121,2497668,Les Amis,22.9809,40.583,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2506224,Ieros Metoxiakos Naos tou Agiou Apostolou Andreou,22.9717,40.6371,Thessaloniki,Greece,"Religious Sites, Tourist Attractions"
14121,2506330,Ianthos,22.9528,40.599,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2508258,Ieros Naos Analipseos Tou Kuriou,22.9538,40.6051,Thessaloniki,Greece,"Religious Sites, Tourist Attractions"
14121,2508336,Anassa,22.9529443678,40.5949297227,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,2508382,Ieros Naos Agiou Panteleimonos,22.9512,40.6331,Thessaloniki,Greece,"Religious Sites, Tourist Attractions"
14121,2509692,Iera Mitropoli Neas Krinis kai Kalamarias,22.9491,40.5822,Thessaloniki,Greece,"Religious Sites, Tourist Attractions"
14121,2509983,Thessaloniki Christmas Time,22.9446,40.6394,Thessaloniki,Greece,"Event / Entertainment, Festival Area"
14121,2512564,Lazy Lizard,22.95381,40.61223,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,2512566,Tre Marie,22.9492681878,40.5922267652,Thessaloniki,Greece,"Restaurants, Food & Drink, Café"
14121,2512570,GK,22.9431473716,40.6306597261,Thessaloniki,Greece,"Bar / Pub, Restaurants, Food & Drink, Café"
14121,2513215,Ieros Naos Agiou Nikolaou,22.9446,40.6394,Thessaloniki,Greece,"Religious Sites, Tourist Attractions"
14121,2513350,To Ouzadiko,22.9553,40.6156,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,2513844,My Pub,22.9394001409,40.6377667328,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2513852,Sea To See,22.94993,40.601027,Thessaloniki,Greece,"Bar / Pub, Food & Drink, Café"
14121,2514288,alea,22.9502761871,40.5993095415,Thessaloniki,Greece,"Bar / Pub, Restaurants, Food & Drink, Café"
14121,2514356,Ieros Naos Agiou Fotiou Tou Megalou,22.9511,40.5978,Thessaloniki,Greece,"Religious Sites, Tourist Attractions"
14121,2515272,Le Nouveau Café,22.9410229278,40.6319543369,Thessaloniki,Greece,"Bar / Pub, Food & Drink, Café"
14121,2515278,TriBeCa,22.942297963,40.6310373093,Thessaloniki,Greece,"Event / Entertainment, Disco / Nightclub, Food & Drink, Café, Bar / Pub, Restaurants"
14121,2515730,Bla Bla,22.942857,40.633418,Thessaloniki,Greece,"Bar / Pub, Food & Drink, Café"
14121,2516664,Olumpion,22.9418,40.6326,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2516799,Agioli Restaurant,22.941433,40.63146,Thessaloniki,Greece,"Restaurants, Food & Drink, Café"
14121,2516813,Ernest Hebrard,22.9410036962,40.6317333514,Thessaloniki,Greece,"Bar / Pub, Restaurants, Food & Drink, Café"
14121,2518161,Spitiko,22.9492,40.6363,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,2518554,Propyleon,22.95919,40.64109,Thessaloniki,Greece,"Bar / Pub, Restaurants, Food & Drink"
14121,2519136,Clochard,22.9420419767,40.6317071278,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,2519222,Mamisio,22.938566,40.638331,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,2519478,O Agkalitsas,22.97948,40.601917,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,2520994,Savvikos,22.941212,40.632393,Thessaloniki,Greece,"Restaurants, Food & Drink, Café"
14121,2521000,To steki tou Mpakali,22.9795,40.602,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,2521018,Devido,22.9699219317,40.6016721676,Thessaloniki,Greece,"Restaurants, Event / Entertainment, Food & Drink, Classes / Workshops"
14121,2521220,KouZina,22.93676294,40.6353891813,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,2523380,Kardamo,22.9471,40.5907,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,2523398,Kronos Para Thin Alos,22.9464286405,40.5901951091,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,2523858,Costa Costa,22.9459052789,40.5899401629,Thessaloniki,Greece,"Bar / Pub, Food & Drink, Café"
14121,2524596,Ieros Naos Agiou Eleutheriou,22.9578,40.5938,Thessaloniki,Greece,"Religious Sites, Tourist Attractions"
14121,2524610,Plaisir,22.9399231349,40.6336362664,Thessaloniki,Greece,"Bar / Pub, Restaurants, Food & Drink, Café"
14121,2524612,Vibrato Espresso Bar,22.9425930091,40.6340829489,Thessaloniki,Greece,"Bar / Pub, Food & Drink, Café"
14121,2525820,Odos Aristotelous,22.9435,40.6347,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2526562,Agalma Eleutheriou Venizelou,22.9433,40.6353,Thessaloniki,Greece,"Historic Sites, Tourist Attractions"
14121,2528191,Iera Moni Agias Theodoras tis Myrovlitou,22.9438,40.6343,Thessaloniki,Greece,"Religious Sites, Tourist Attractions"
14121,2528344,Auli tis geitonias,22.971800000000002,40.6041,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,2540592,Euxeinon,22.9677,40.613,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2550186,elephantas,22.9415511918,40.6393180783,Thessaloniki,Greece,"Bar / Pub, Food & Drink, Café"
14121,2552524,Nostos,22.95256,40.63496,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,2552866,To steki tou Papagalou,22.96925,40.60689,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,2560166,iheart,22.9528856277,40.6326005069,Thessaloniki,Greece,"Bar / Pub, Food & Drink, Café"
14121,2560196,Colombia,22.9528515466,40.6348260978,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2573150,Croco,22.9507,40.6329,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2573162,To Ptyxio,22.9531,40.6343,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2573690,Fausto,22.9538243462,40.5931211224,Thessaloniki,Greece,"Bar / Pub, Restaurants, Food & Drink"
14121,2573692,Erotikos,22.9446,40.6394,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2573706,Stavedo,22.9716,40.6019,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2580650,Mezedolatria,22.94249,40.63898,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,2581585,Cafe Le Monde,22.9497866756,40.6009424146,Thessaloniki,Greece,"Bar / Pub, Restaurants, Food & Drink, Café"
14121,2581587,Queen,22.94969254,40.600707,Thessaloniki,Greece,"Bar / Pub, Food & Drink, Café"
14121,2581589,Koxyli,22.9498,40.6004,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2583704,Buba Mara,22.9369,40.6356,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,2592274,Doma,22.9534,40.6348,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2592640,Ieros Naos Agias Marinas,22.9749,40.6184,Thessaloniki,Greece,"Religious Sites, Tourist Attractions"
14121,2592650,Ieros Naos Ypapantis Toy Xristou,22.9521,40.6316,Thessaloniki,Greece,"Religious Sites, Tourist Attractions"
14121,2592656,Ieros Naos Panagoudas,22.9499,40.6322,Thessaloniki,Greece,"Religious Sites, Tourist Attractions"
14121,2593706,Anothen,22.9438,40.6329,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2593710,Iktinou au Trottoir,22.9449170335,40.630804746,Thessaloniki,Greece,"Bar / Pub, Restaurants, Food & Drink, Café"
14121,2593729,To kourdisto gourouni,22.945621,40.633194,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,2594264,Yfilios,22.9421,40.6317,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2594281,Promahi of Hellenism in Pontus,22.946,40.6333,Thessaloniki,Greece,"Historic Sites, Tourist Attractions"
14121,2603750,Myrsini,22.9503,40.6269,Thessaloniki,Greece,"Restaurants, Food & Drink"
14121,2609991,Loft,22.9200677982,40.6457745121,Thessaloniki,Greece,"Bar / Pub, Food & Drink, Café"
14121,2613424,Accanto,22.9584644464,40.6162200737,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2613434,Mikro Mple Kafe,22.9517,40.6322,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2614784,Parko Rotontas,22.9544,40.6333,Thessaloniki,Greece,"Nature, Parks"
14121,2616180,Sokolata,22.9509,40.6313,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2616598,Meli Melo,22.9500680131,40.599731362,Thessaloniki,Greece,"Bar / Pub, Food & Drink, Café"
14121,2616602,Leoforos Vasilissis Olgas,22.9592,40.5904,Thessaloniki,Greece,"Boardwalk / Promenade / Street, Tourist Attractions"
14121,2616624,Pezodromos Kalamarias,22.953,40.5827,Thessaloniki,Greece,"Boardwalk / Promenade / Street, Tourist Attractions"
14121,2616794,Unique Cafeterians,22.9507806673,40.6014855254,Thessaloniki,Greece,"Bar / Pub, Food & Drink"
14121,2617264,Arxontiko Kapantzi,22.9526,40.6048,Thessaloniki,Greece,"Palaces / Castles, Tourist Attractions"
14121,2618644,Elia Lemoni,22.9551,40.607048,Thessaloniki,Greece,"Restaurants, Food & Drink, Café"
14121,2618726,Dada Cafe,22.9520683289,40.6326751709,Thessaloniki,Greece,"Bar / Pub, Food & Drink, Café"
14121,2620706,Mitropoleos,22.9438,40.6312,Thessaloniki,Greece,"Boardwalk / Promenade / Street, Tourist Attractions"
14121,2699744,Led Zeppelin,22.9461,40.6344,Thessaloniki,Greece,"Event / Entertainment, Festival Area"
14121,2699746,Artistic and traditional concert of Greek music,22.9461,40.6344,Thessaloniki,Greece,"Event / Entertainment, Festival Area"
14121,2699748,Orpheus Soloists,22.9461,40.6344,Thessaloniki,Greece,"Event / Entertainment, Festival Area"
14121,2699750,Andrea Bocelli in Concert: Passione,22.9461,40.6344,Thessaloniki,Greece,"Event / Entertainment, Festival Area"
14121,2699752,Giuseppe Verdi: Rigoletto,22.9461,40.6344,Thessaloniki,Greece,"Event / Entertainment, Festival Area"
14121,2699754,Moscow State Ballets,22.9461,40.6344,Thessaloniki,Greece,"Event / Entertainment, Festival Area"
14121,2699756,3rd Children Choir Festival: Voices of the World,22.9461,40.6344,Thessaloniki,Greece,"Event / Entertainment, Festival Area"
14121,2699758,Richard Wagner: Parsifal,22.9461,40.6344,Thessaloniki,Greece,"Event / Entertainment, Festival Area"
14121,2699760,Riccardo Zandonai: Francesca Da Rimini,22.9461,40.6344,Thessaloniki,Greece,"Event / Entertainment, Festival Area"
14121,2699762,Queen in Concert,22.9461,40.6344,Thessaloniki,Greece,"Event / Entertainment, Festival Area"
14121,2699764,Con Pianoforte,22.9461,40.6344,Thessaloniki,Greece,"Event / Entertainment, Festival Area"
14121,2699766,Georg Friedrich Haendel: Julius Ceasar,22.9461,40.6344,Thessaloniki,Greece,"Event / Entertainment, Festival Area"
